,property_id,price,neighbourhood,room_type,minimum_nights,number_of_reviews,reviews_per_month,availability_365,host_id,calculated_host_listings_count,arp_2019
43135,33469797,190,jamaica,Entire home,1,16,10.0,132,252171508,1,1954.0
43136,33470295,120,jamaica,Entire home,3,9,3.14,44,36800675,1,1954.0
43137,33470580,99,inwood,Entire home,5,3,1.3,271,19931875,3,1787.0
43138,33471012,350,chinatown,Entire home,1,18,5.74,82,252181650,1,2531.0
43139,33471805,50,cambria heights,Private room,1,34,11.21,61,252191305,1,1776.0
43140,33472083,80,chinatown,Private room,1,2,1.3,172,44969970,1,2531.0
43141,33472626,57,inwood,Private room,7,1,1.0,225,19931875,3,1787.0
43142,33472677,38,midwood,Private room,3,1,1.0,0,57158173,1,2631.0
43143,33472719,140,upper west side,Entire home,30,1,0.42,74,10421091,1,3749.0
43144,33473125,165,east harlem,Entire home,1,17,5.93,83,231138233,5,2664.0
43145,33473567,200,harlem,Entire home,60,0,0.0,219,33388853,1,2609.0
43146,33473664,750,fort greene,Entire home,4,13,4.06,179,1413658,1,3174.0
43147,33473671,150,financial district,Private room,4,0,0.0,0,44129118,2,5594.0
43148,33473838,165,east harlem,Entire home,1,16,6.0,56,231138233,5,2664.0
43149,33474092,50,upper west side,Private room,7,2,0.6,283,13206448,1,3749.0
43150,33474649,65,midtown,Private room,1,14,4.72,0,175152790,1,5794.0
43151,33474952,125,east village,Private room,1,3,0.95,318,95892016,5,3241.0
43152,33475698,250,jamaica estates,Entire home,1,13,4.15,359,252019224,1,1804.0
43153,33475840,50,sunnyside,Private room,1,1,0.32,66,247171817,1,2544.0
43154,33477284,115,bedford stuyvesant,Entire home,1,19,6.55,74,72855892,1,2442.0
43155,33483299,70,williamsburg,Private room,2,0,0.0,0,7050972,1,3352.0
43156,33485088,40,bedford stuyvesant,Private room,14,1,0.32,35,17407539,1,2442.0
43157,33485823,80,east village,Private room,1,4,1.26,318,95892016,5,3241.0
43158,33485978,85,gowanus,Entire home,30,2,1.07,100,26989131,1,3026.0
43159,33486731,120,prospect lefferts gardens,Entire home,4,3,1.15,0,21877010,1,2042.0
43160,33488037,300,tribeca,Entire home,4,5,2.88,20,4977373,1,8411.0
43161,33488044,260,east village,Private room,1,0,0.0,317,95892016,5,3241.0
43162,33488188,80,bushwick,Private room,1,4,1.79,22,2093557,2,2553.0
43163,33489978,74,harlem,Entire home,3,1,0.32,0,252356839,2,2609.0
43164,33490271,60,washington heights,Private room,3,5,1.95,20,186621582,1,1954.0
43165,33490968,100,bushwick,Private room,5,2,0.7,94,234270791,3,2553.0
43166,33491210,47,parkchester,Private room,1,4,1.9,167,27947449,2,1687.0
43167,33491297,245,park slope,Entire home,3,3,1.29,35,3208908,1,3172.0
43168,33491517,75,bronxdale,Entire home,1,0,0.0,0,249412015,1,
43169,33491707,135,park slope,Entire home,3,0,0.0,23,252372862,1,3172.0
43170,33492175,65,flushing,Private room,1,13,4.06,36,175370972,1,2264.0
43171,33492234,130,maspeth,Entire home,2,4,1.88,338,37273247,1,2753.0
43172,33492587,173,soho,Entire home,5,2,0.76,3,13442714,2,8880.0
43173,33492744,100,east harlem,Entire home,2,2,0.7,8,19392723,1,2664.0
43174,33493038,120,bushwick,Entire home,4,1,0.41,15,5708673,1,2553.0
43175,33493759,105,upper east side,Private room,1,19,6.71,9,252386106,1,3372.0
43176,33493942,72,bedford stuyvesant,Private room,2,6,4.74,316,251817531,4,2442.0
43177,33494085,79,bedford stuyvesant,Private room,2,5,4.17,351,251817531,4,2442.0
43178,33494125,140,harlem,Entire home,11,0,0.0,0,19300279,1,2609.0
43179,33494804,49,east elmhurst,Private room,1,15,5.62,1,246194760,4,2176.0
43180,33495663,134,financial district,Entire home,15,1,1.0,2,121431667,1,5594.0
43181,33496225,160,hells kitchen,Private room,1,22,6.8,77,107484794,1,3796.0
43182,33496293,140,lower east side,Entire home,2,7,2.88,27,2363889,1,4016.0
43183,33496728,120,williamsburg,Entire home,2,0,0.0,0,11740339,1,3352.0
43184,33496995,50,flatbush ditmas park,Private room,1,3,0.94,358,247940983,1,2231.0
43185,33497642,120,upper east side,Private room,1,14,4.88,147,61940591,1,3372.0
43186,33497845,155,bedford stuyvesant,Entire home,2,10,4.92,270,6206040,8,2442.0
43187,33497909,260,midtown,Entire home,1,14,4.47,139,252432969,1,5794.0
43188,33498032,130,sunset park,Entire home,2,8,2.55,19,252437123,1,1843.0
43189,33498743,70,bushwick,Private room,5,0,0.0,0,252442970,1,2553.0
43190,33499489,89,hells kitchen,Private room,2,11,3.51,54,251430918,2,3796.0
43191,33500292,42,springfield gardens,Private room,3,10,3.09,352,146275359,3,1795.0
43192,33500813,159,east harlem,Entire home,1,15,5.11,152,252460693,1,2664.0
43193,33505047,70,harlem,Private room,2,5,1.65,1,163619844,1,2609.0
43194,33505762,50,port morris,Private room,3,2,0.81,350,24660289,1,2263.0
43195,33509538,99,st george,Entire home,3,4,2.31,326,160956,1,2264.0
43196,33510678,50,long island city,Private room,5,0,0.0,0,239952407,1,3774.0
43197,33511856,130,stuyvesant town cooper village,Entire home,60,0,0.0,243,5592151,1,3794.0
43198,33512307,99,woodside,Entire home,3,9,2.93,236,252535164,1,2220.0
43199,33512766,60,astoria,Private room,2,6,1.94,333,73227284,1,2620.0
43200,33513077,90,bedford stuyvesant,Private room,5,2,0.76,71,20555097,2,2442.0
43201,33513897,1000,upper west side,Entire home,31,0,0.0,103,252545388,1,3749.0
43202,33514031,106,noho,Entire home,7,2,0.94,3,251762237,1,7601.0
43203,33514079,115,astoria,Entire home,30,1,0.77,311,3259045,1,2620.0
43204,33514118,38,elmhurst,Private room,1,6,2.34,36,30870512,1,1998.0
43205,33514962,69,hells kitchen,Private room,4,0,0.0,57,58762277,1,3796.0
43206,33515695,65,astoria,Private room,1,6,1.96,31,29470566,1,2620.0
43207,33515760,75,prospect lefferts gardens,Private room,2,7,3.23,111,855437,1,2042.0
43208,33516105,250,east village,Entire home,30,0,0.0,221,7130003,2,3241.0
43209,33516720,275,east village,Entire home,3,2,0.7,123,23022462,1,3241.0
43210,33519749,249,new brighton,Entire home,2,8,2.58,241,252590512,1,
43211,33519952,799,hells kitchen,Entire home,2,5,2.38,247,229489983,1,3796.0
43212,33520202,147,bushwick,Entire home,2,0,0.0,0,47343944,1,2553.0
43213,33520254,110,bedford stuyvesant,Entire home,14,0,0.0,0,42946242,1,2442.0
43214,33520773,90,crown heights,Entire home,3,3,1.18,7,190094547,1,2321.0
43215,33521183,62,east village,Private room,30,0,0.0,325,238779678,9,3241.0
43216,33521985,600,st albans,Entire home,2,2,1.58,332,160940380,3,1825.0
43217,33523404,67,soho,Private room,30,0,0.0,50,29952888,1,8880.0
43218,33523503,58,bedford stuyvesant,Private room,2,6,2.47,213,251311623,5,2442.0
43219,33523616,120,bushwick,Private room,2,0,0.0,0,21210898,2,2553.0
43220,33523818,39,east elmhurst,Private room,1,8,2.58,210,246194760,4,2176.0
43221,33524882,235,soho,Entire home,1,3,1.25,34,38174433,1,8880.0
43222,33524910,182,harlem,Entire home,2,5,5.0,19,89349779,1,2609.0
43223,33524941,150,harlem,Entire home,3,6,2.31,25,252607014,1,2609.0
43224,33526039,120,murray hill,Entire home,2,6,1.94,0,20229932,1,4040.0
43225,33526710,100,east new york,Entire home,2,4,4.0,96,252628456,1,1863.0
43226,33526801,350,midtown,Private room,5,0,0.0,353,239770902,1,5794.0
43227,33527195,90,jamaica,Entire home,1,7,2.66,0,110308993,1,1954.0
43228,33527468,194,financial district,Entire home,2,3,1.27,303,219517861,327,5594.0
43229,33527634,145,prospect heights,Entire home,3,1,0.86,45,86325,1,4216.0
43230,33527778,470,financial district,Entire home,2,5,1.88,272,219517861,327,5594.0
43231,33527998,247,financial district,Entire home,2,9,3.42,272,219517861,327,5594.0
43232,33528078,50,ridgewood,Private room,1,13,4.53,5,38194603,2,2287.0
43233,33528090,260,chelsea,Entire home,29,0,0.0,365,219517861,327,6327.0
43234,33528101,80,williamsburg,Private room,1,2,0.65,0,19643468,1,3352.0
43235,33528376,210,williamsburg,Entire home,2,0,0.0,3,243489234,1,3352.0
43236,33528511,70,east harlem,Private room,2,0,0.0,103,7594732,1,2664.0
43237,33528562,33,wakefield,Private room,1,0,0.0,116,252641467,1,2220.0
43238,33529491,80,east village,Private room,1,1,0.31,15,95892016,5,3241.0
43239,33529536,62,harlem,Private room,1,7,2.21,172,123810965,2,2609.0
43240,33529691,171,williamsburg,Entire home,2,6,3.0,48,94531229,1,3352.0
43241,33529806,125,sheepshead bay,Entire home,1,0,0.0,0,105270072,1,1818.0
43242,33530151,350,west village,Entire home,3,0,0.0,16,23532686,1,5794.0
43243,33530282,395,hells kitchen,Entire home,2,11,3.63,247,51667335,1,3796.0
43244,33531011,72,bushwick,Private room,2,2,0.7,364,41859649,1,2553.0
43245,33532173,70,east elmhurst,Private room,1,1,1.0,76,104814095,3,2176.0
43246,33532216,55,bedford stuyvesant,Private room,1,18,6.0,0,252678417,1,2442.0
43247,33532516,225,crown heights,Entire home,1,8,2.61,178,44205809,1,2321.0
43248,33533498,57,elmhurst,Private room,1,20,6.32,156,245710234,4,1998.0
43249,33533601,99,lower east side,Private room,4,15,4.74,191,243489304,2,4016.0
43250,33533803,35,kingsbridge,Shared room,1,3,0.94,0,167949895,1,2708.0
43251,33534624,89,chinatown,Private room,4,16,5.0,166,243489304,2,2531.0
43252,33536886,135,hells kitchen,Private room,1,12,5.9,278,228151544,1,3796.0
43253,33543641,85,flushing,Entire home,1,8,2.82,150,246272839,4,2264.0
43254,33544433,85,flushing,Entire home,1,5,2.08,156,246272839,4,2264.0
43255,33544651,60,ridgewood,Private room,3,3,1.15,264,135280693,2,2287.0
43256,33544900,60,bedford stuyvesant,Entire home,2,5,1.53,0,252765359,1,2442.0
43257,33546025,219,upper east side,Entire home,2,20,6.52,133,250269817,1,3372.0
43258,33546136,442,lower east side,Entire home,1,12,4.5,253,224813944,1,4016.0
43259,33546854,250,bedford stuyvesant,Entire home,2,3,1.5,117,252642141,1,2442.0
43260,33547205,160,astoria,Entire home,2,1,0.38,7,252782565,1,2620.0
43261,33548209,240,greenpoint,Entire home,2,1,0.42,7,252790183,1,3974.0
43262,33548323,80,flatbush ditmas park,Private room,2,0,0.0,90,6946537,1,2231.0
43263,33549215,190,williamsburg,Entire home,30,0,0.0,188,128914189,2,3352.0
43264,33549469,199,williamsburg,Entire home,3,0,0.0,99,1155020,1,3352.0
43265,33549508,250,greenpoint,Entire home,5,0,0.0,174,4345155,1,3974.0
43266,33550800,949,chelsea,Entire home,2,6,2.02,270,230119671,1,6327.0
43267,33551770,60,crown heights,Private room,1,26,7.88,330,84084279,1,2321.0
43268,33551810,180,upper east side,Entire home,5,1,0.41,77,248282016,1,3372.0
43269,33552714,59,bushwick,Private room,1,8,2.73,56,22388020,1,2553.0
43270,33552984,300,hells kitchen,Entire home,1,14,4.52,306,252824941,1,3796.0
43271,33553737,120,bedford stuyvesant,Entire home,31,1,0.51,155,76451668,2,2442.0
43272,33554251,39,bensonhurst,Private room,7,12,4.5,58,47504485,2,1754.0
43273,33555650,50,jamaica,Private room,1,13,4.53,358,199833548,9,1954.0
43274,33555952,150,financial district,Private room,4,2,0.62,90,12655794,1,5594.0
43275,33556026,51,elmhurst,Private room,1,12,3.96,180,245710234,4,1998.0
43276,33556100,100,washington heights,Private room,2,11,4.29,55,79134040,1,1954.0
43277,33557100,60,williamsburg,Private room,3,1,0.81,0,76849762,1,3352.0
43278,33558048,250,bedford stuyvesant,Entire home,1,4,1.85,10,252856825,1,2442.0
43279,33558102,68,bushwick,Private room,2,5,1.76,15,157708630,1,2553.0
43280,33558241,100,harlem,Entire home,7,1,0.41,33,4770121,4,2609.0
43281,33558283,189,williamsburg,Private room,3,0,0.0,78,28831479,2,3352.0
43282,33558307,98,astoria,Entire home,2,1,0.31,292,252865772,1,2620.0
43283,33558445,400,east harlem,Entire home,3,7,2.33,307,247185393,1,2664.0
43284,33558466,110,flatbush ditmas park,Entire home,3,2,2.0,108,10506005,1,2231.0
43285,33558773,49,astoria,Private room,1,8,3.04,192,183211776,4,2620.0
43286,33558808,300,washington heights,Entire home,3,12,3.91,313,9488131,1,1954.0
43287,33558846,30,flatbush ditmas park,Private room,3,0,0.0,0,15178683,1,2231.0
43288,33559960,135,east village,Private room,1,0,0.0,177,193488,2,3241.0
43289,33560308,113,bedford stuyvesant,Entire home,5,8,2.55,101,99494083,2,2442.0
43290,33560323,55,windsor terrace,Entire home,1,5,2.21,232,26535250,3,2442.0
43291,33560439,100,kips bay,Entire home,4,25,8.24,4,54023713,1,3048.0
43292,33560460,285,soho,Entire home,5,3,0.98,365,177742211,1,8880.0
43293,33560646,45,bay ridge,Private room,1,1,0.32,95,119294198,1,1865.0
43294,33560655,195,east new york,Entire home,2,5,2.83,347,223375402,4,1863.0
43295,33560707,78,flatbush ditmas park,Entire home,30,1,1.0,279,110448579,1,2231.0
43296,33560762,42,fordham manor,Private room,1,2,1.82,332,252855885,1,1587.0
43297,33561854,110,harlem,Entire home,1,0,0.0,180,215744706,1,2609.0
43298,33562239,99,washington heights,Private room,7,2,0.77,90,35657710,1,1954.0
43299,33564331,47,williamsburg,Private room,27,1,0.45,323,42881572,1,3352.0
43300,33571420,51,elmhurst,Private room,1,20,6.38,365,245710234,4,1998.0
43301,33571687,170,chelsea,Entire home,3,2,1.09,39,151048265,1,6327.0
43302,33571691,100,allerton,Entire home,2,0,0.0,180,122363368,1,3006.0
43303,33572668,125,financial district,Private room,4,1,0.67,0,107393843,1,5594.0
43304,33574976,115,grymes hill,Entire home,1,1,1.0,339,246224359,1,
43305,33575571,43,east elmhurst,Shared room,1,0,0.0,153,248654228,4,2176.0
43306,33577934,439,flatiron district,Entire home,30,0,0.0,278,107434423,232,6032.0
43307,33578217,348,gramercy park,Entire home,30,0,0.0,331,107434423,232,5217.0
43308,33578743,150,west village,Entire home,2,0,0.0,2,132644544,1,5794.0
43309,33578821,50,bedford stuyvesant,Private room,4,1,1.0,23,1192659,3,2442.0
43310,33579533,57,bedford stuyvesant,Private room,3,8,3.81,9,1192659,3,2442.0
43311,33579606,43,east elmhurst,Shared room,1,1,0.33,91,248654228,4,2176.0
43312,33579691,65,hells kitchen,Shared room,1,0,0.0,365,251510391,3,3796.0
43313,33579775,250,midtown,Private room,5,0,0.0,0,154673872,1,5794.0
43314,33579779,160,cypress hills,Entire home,2,2,2.0,162,198666639,1,2017.0
43315,33579970,130,long island city,Entire home,3,2,1.43,0,64898741,2,3774.0
43316,33580008,505,financial district,Entire home,2,8,3.58,263,219517861,327,5594.0
43317,33580893,425,greenwich village,Private room,1,0,0.0,353,248122395,2,3727.0
43318,33580907,425,greenwich village,Private room,1,4,1.52,359,248122395,2,3727.0
43319,33581628,150,prospect lefferts gardens,Entire home,2,8,7.27,30,148317706,1,2042.0
43320,33582424,50,bushwick,Private room,1,26,9.07,9,253047601,1,2553.0
43321,33582776,62,east village,Private room,2,15,4.84,284,4765305,4,3241.0
43322,33583238,380,upper west side,Private room,3,1,0.38,24,30137775,1,3749.0
43323,33584724,49,bath beach,Private room,2,3,1.05,347,120763629,2,1848.0
43324,33585504,206,upper east side,Entire home,30,1,1.0,311,113805886,33,3372.0
43325,33585541,123,lower east side,Entire home,30,1,0.77,96,3817581,1,4016.0
43326,33585686,145,nolita,Entire home,5,3,2.5,7,253073362,1,3128.0
43327,33585726,206,upper east side,Entire home,30,0,0.0,189,113805886,33,3372.0
43328,33586112,75,east flatbush,Private room,1,10,3.19,365,208955733,4,2131.0
43329,33586722,350,crown heights,Entire home,2,7,2.63,82,4678376,1,2321.0
43330,33588367,76,williamsburg,Private room,2,6,1.89,5,33235360,2,3352.0
43331,33588662,200,flushing,Entire home,1,12,6.0,145,253083248,1,2264.0
43332,33588933,35,wakefield,Private room,1,9,3.18,0,253104269,1,2220.0
43333,33589352,49,dongan hills,Private room,1,8,2.53,342,50375092,3,
43334,33589468,150,fresh meadows,Entire home,2,15,6.92,69,109567034,1,1651.0
43335,33589554,150,springfield gardens,Entire home,3,6,2.28,176,253110236,1,1795.0
43336,33590374,195,hells kitchen,Entire home,5,11,5.08,14,127562833,1,3796.0
43337,33591701,140,upper east side,Entire home,2,11,3.93,3,19407341,1,3372.0
43338,33592068,35,bensonhurst,Private room,1,7,2.44,0,51596474,12,1754.0
43339,33592086,65,sheepshead bay,Private room,1,5,1.83,348,197368927,8,1818.0
43340,33592474,65,sheepshead bay,Private room,1,4,2.26,359,197368927,8,1818.0
43341,33592650,65,sheepshead bay,Private room,1,5,2.63,352,197368927,8,1818.0
43342,33592861,50,springfield gardens,Entire home,1,16,6.0,304,46789694,2,1795.0
43343,33592928,40,sheepshead bay,Shared room,2,8,2.55,358,197368927,8,1818.0
43344,33593018,40,sheepshead bay,Shared room,2,3,1.14,343,197368927,8,1818.0
43345,33594788,180,bushwick,Entire home,3,6,2.86,119,63541445,1,2553.0
43346,33595791,115,chelsea,Private room,1,3,1.11,113,236668588,2,6327.0
43347,33597052,69,washington heights,Private room,2,7,2.19,14,130667866,1,1954.0
43348,33603476,40,clason point,Private room,7,2,1.76,59,4621134,1,2073.0
43349,33605327,39,woodhaven,Private room,3,8,3.04,358,59156312,9,1865.0
43350,33605568,99,gramercy park,Private room,2,8,3.53,13,44350279,4,5217.0
43351,33607276,334,midtown,Entire home,30,0,0.0,311,107434423,232,5794.0
43352,33607319,40,east harlem,Shared room,22,1,1.0,12,253246141,1,2664.0
43353,33607370,38,elmhurst,Private room,1,28,8.94,365,245710234,4,1998.0
43354,33607399,332,financial district,Entire home,90,0,0.0,115,107434423,232,5594.0
43355,33607411,64,soho,Private room,3,1,0.34,86,69720852,3,8880.0
43356,33608420,100,williamsburg,Entire home,3,3,1.23,3,84732743,1,3352.0
43357,33608666,110,chelsea,Private room,1,10,3.49,108,236668588,2,6327.0
43358,33608870,245,williamsburg,Entire home,3,1,0.47,257,193954973,3,3352.0
43359,33611062,135,east village,Entire home,7,3,1.05,15,11870917,1,3241.0
43360,33611142,299,hells kitchen,Entire home,4,16,5.45,59,139724098,1,3796.0
43361,33611809,150,kips bay,Entire home,30,0,0.0,327,162280872,13,3048.0
43362,33611988,53,ditmars steinway,Private room,20,0,0.0,0,64453547,3,2287.0
43363,33612527,212,theater district,Entire home,29,0,0.0,349,219517861,327,4593.0
43364,33612970,299,tribeca,Entire home,31,3,1.06,165,147051233,1,8411.0
43365,33613727,110,corona,Entire home,7,3,1.23,54,253304582,2,1807.0
43366,33613736,60,fordham manor,Private room,2,6,1.96,34,5704932,3,1587.0
43367,33614017,70,bushwick,Private room,3,0,0.0,15,39837217,2,2553.0
43368,33614390,65,bedford stuyvesant,Private room,1,12,4.29,179,58027700,1,2442.0
43369,33614825,90,east flatbush,Private room,1,10,3.75,365,208955733,4,2131.0
43370,33614872,174,east harlem,Entire home,3,9,3.55,85,140272,1,2664.0
43371,33616667,260,little italy,Entire home,3,2,1.43,33,39943241,1,2842.0
43372,33617342,200,crown heights,Private room,1,0,0.0,0,39828340,1,2321.0
43373,33618213,50,bedford stuyvesant,Private room,10,1,0.77,246,23991239,1,2442.0
43374,33618303,24,gravesend,Shared room,11,2,0.74,0,51596474,12,1719.0
43375,33618352,35,crown heights,Private room,2,0,0.0,224,231131023,1,2321.0
43376,33618572,70,jackson heights,Private room,3,1,0.49,59,250477669,1,2153.0
43377,33618578,110,upper west side,Private room,3,5,2.08,158,42222090,2,3749.0
43378,33618626,85,cypress hills,Private room,30,0,0.0,98,2099273,1,2017.0
43379,33618672,95,east flatbush,Entire home,1,28,10.77,292,17726658,1,2131.0
43380,33618854,425,east flatbush,Entire home,2,2,2.0,59,253354074,2,2131.0
43381,33619855,150,crown heights,Entire home,1,6,2.5,148,253354074,2,2321.0
43382,33619915,119,soho,Private room,1,7,2.44,23,192951036,10,8880.0
43383,33621265,45,east flatbush,Private room,5,2,1.07,159,1512819,5,2131.0
43384,33621795,135,lower east side,Private room,1,0,0.0,162,257565053,2,4016.0
43385,33621826,100,lower east side,Private room,1,0,0.0,358,257567667,1,4016.0
43386,33621851,219,lower east side,Private room,1,0,0.0,362,257569145,1,4016.0
43387,33622308,159,lower east side,Private room,1,0,0.0,161,257565053,2,4016.0
43388,33627195,50,east village,Private room,4,9,3.14,48,192956786,1,3241.0
43389,33627366,150,bedford stuyvesant,Private room,1,0,0.0,177,247104282,2,2442.0
43390,33628454,34,east elmhurst,Shared room,1,2,0.7,123,248654228,4,2176.0
43391,33631732,175,east flatbush,Private room,2,4,1.52,43,152394865,3,2131.0
43392,33631782,109,williamsburg,Private room,3,3,1.07,97,8569221,2,3352.0
43393,33632312,140,east new york,Entire home,2,7,2.63,157,184472924,1,1863.0
43394,33632933,26,midwood,Shared room,2,5,1.83,0,224150,1,2631.0
43395,33633697,175,flatlands,Private room,2,4,2.18,43,152394865,3,1569.0
43396,33633853,299,hells kitchen,Entire home,4,8,2.89,61,253111673,1,3796.0
43397,33634956,234,financial district,Entire home,2,7,2.66,309,219517861,327,5594.0
43398,33635065,230,financial district,Entire home,2,6,2.28,327,219517861,327,5594.0
43399,33635292,230,financial district,Entire home,2,2,1.5,319,219517861,327,5594.0
43400,33635511,125,harlem,Entire home,30,0,0.0,242,23777742,1,2609.0
43401,33636056,217,theater district,Entire home,29,1,0.75,337,219517861,327,4593.0
43402,33636178,182,theater district,Entire home,29,0,0.0,333,219517861,327,4593.0
43403,33636366,152,theater district,Entire home,29,1,0.6,193,219517861,327,4593.0
43404,33636410,125,queens village,Entire home,1,38,12.0,362,236018119,3,1931.0
43405,33636449,219,theater district,Entire home,29,0,0.0,346,219517861,327,4593.0
43406,33636535,207,theater district,Entire home,29,0,0.0,331,219517861,327,4593.0
43407,33636725,289,greenwich village,Entire home,1,3,1.5,133,192951036,10,3727.0
43408,33637874,330,upper west side,Entire home,4,9,3.65,132,247067478,1,3749.0
43409,33638326,29,concord,Shared room,1,0,0.0,2,104927746,7,
43410,33639266,289,upper east side,Entire home,5,15,4.89,146,253504649,1,3372.0
43411,33639750,150,bedford stuyvesant,Entire home,1,10,3.57,206,253513520,1,2442.0
43412,33639841,120,midtown,Entire home,30,0,0.0,159,191021802,1,5794.0
43413,33639979,40,jamaica,Private room,1,6,2.12,360,199833548,9,1954.0
43414,33640884,228,financial district,Entire home,2,9,3.33,317,219517861,327,5594.0
43415,33640885,203,financial district,Entire home,2,1,0.67,322,219517861,327,5594.0
43416,33641049,49,springfield gardens,Private room,1,2,0.8,0,232251881,8,1795.0
43417,33641091,183,williamsburg,Entire home,30,0,0.0,249,10951481,5,3352.0
43418,33641209,800,murray hill,Entire home,3,9,3.46,276,253528452,1,4040.0
43419,33642152,50,east harlem,Private room,2,4,1.56,35,67781861,1,2664.0
43420,33642266,149,east village,Entire home,3,12,4.29,151,91783661,1,3241.0
43421,33643309,55,astoria,Private room,1,11,3.75,319,149312408,2,2620.0
43422,33643819,108,chinatown,Private room,1,11,3.71,175,253552326,4,2531.0
43423,33644836,160,upper west side,Private room,2,3,1.13,61,76628403,1,3749.0
43424,33645301,60,sunset park,Private room,1,0,0.0,89,119692067,3,1843.0
43425,33645723,52,washington heights,Private room,1,1,0.4,0,112531390,1,1954.0
43426,33650779,39,kips bay,Shared room,2,0,0.0,324,247453895,3,3048.0
43427,33650996,89,two bridges,Private room,1,13,5.2,153,253552326,4,3130.0
43428,33652038,57,cypress hills,Private room,1,9,3.18,170,230037325,6,2017.0
43429,33652633,57,bedford stuyvesant,Private room,1,6,2.47,164,230037325,6,2442.0
43430,33652661,40,east flatbush,Private room,30,1,0.45,344,138768335,2,2131.0
43431,33652892,55,bedford stuyvesant,Private room,1,8,2.76,138,230037325,6,2442.0
43432,33653706,290,upper east side,Entire home,30,1,0.57,283,162280872,13,3372.0
43433,33653735,45,parkchester,Private room,1,10,4.92,352,27947449,2,1687.0
43434,33654019,150,bushwick,Entire home,1,10,3.49,292,12351745,1,2553.0
43435,33654032,50,east flatbush,Private room,2,5,2.5,304,253624959,1,2131.0
43436,33654285,165,upper west side,Entire home,2,0,0.0,5,3129709,1,3749.0
43437,33654480,68,st george,Entire home,2,4,1.97,65,190246158,1,2264.0
43438,33655013,195,hells kitchen,Entire home,6,6,2.9,12,143598647,1,3796.0
43439,33655084,45,woodhaven,Private room,7,3,1.2,360,47516406,2,1865.0
43440,33655292,66,upper west side,Private room,1,1,0.34,17,253640919,1,3749.0
43441,33655636,40,astoria,Private room,30,0,0.0,170,158785491,1,2620.0
43442,33656088,309,theater district,Entire home,30,0,0.0,214,107434423,232,4593.0
43443,33656120,240,theater district,Entire home,30,0,0.0,239,107434423,232,4593.0
43444,33656146,240,theater district,Entire home,30,0,0.0,189,107434423,232,4593.0
43445,33656304,219,theater district,Entire home,30,0,0.0,14,107434423,232,4593.0
43446,33656821,125,fort greene,Private room,2,7,4.38,0,1364340,1,3174.0
43447,33658071,130,bedford stuyvesant,Entire home,2,10,5.36,262,3002017,1,2442.0
43448,33658646,50,briarwood,Private room,1,11,3.79,342,199833548,9,2020.0
43449,33659082,51,norwood,Private room,1,10,4.76,271,229929832,1,
43450,33660190,82,east flatbush,Entire home,1,5,2.27,19,67610438,1,2131.0
43451,33660196,200,soho,Entire home,2,0,0.0,47,32059780,1,8880.0
43452,33660716,150,prospect heights,Entire home,4,0,0.0,28,73785055,1,4216.0
43453,33660911,360,astoria,Entire home,3,10,3.85,206,61084210,1,2620.0
43454,33660966,400,williamsburg,Entire home,180,0,0.0,310,253693119,1,3352.0
43455,33661139,45,bayswater,Private room,1,4,2.26,54,234090781,2,
43456,33661269,89,chinatown,Private room,1,13,4.43,164,253552326,4,2531.0
43457,33661274,75,sunset park,Private room,2,0,0.0,88,9034883,1,1843.0
43458,33661568,75,williamsbridge,Entire home,2,2,0.82,360,253698437,1,2315.0
43459,33661788,47,sunset park,Private room,1,0,0.0,31,70406797,1,1843.0
43460,33663100,105,harlem,Private room,3,11,3.79,20,73212148,1,2609.0
43461,33663595,90,ditmars steinway,Private room,1,6,2.47,0,182434290,2,2287.0
43462,33663599,75,washington heights,Private room,2,1,0.39,53,18109057,1,1954.0
43463,33664163,30,briarwood,Shared room,1,10,4.05,361,199833548,9,2020.0
43464,33664228,499,bedford stuyvesant,Entire home,2,0,0.0,30,87766324,2,2442.0
43465,33664484,250,kew gardens hills,Entire home,3,5,2.88,152,157301360,1,2020.0
43466,33666119,24,bay ridge,Shared room,10,1,1.0,0,51596474,12,1865.0
43467,33666175,79,bensonhurst,Private room,2,1,1.0,364,69977115,4,1754.0
43468,33666359,280,washington heights,Entire home,2,23,8.31,215,197792014,1,1954.0
43469,33666607,75,bay ridge,Private room,1,14,4.83,154,88171838,4,1865.0
43470,33666721,58,richmond hill,Shared room,1,12,4.14,180,252819295,1,2065.0
43471,33666887,55,elmhurst,Private room,1,4,1.94,83,253748268,1,1998.0
43472,33667403,65,east new york,Private room,2,1,0.53,354,223375402,4,1863.0
43473,33668282,65,east new york,Private room,2,1,1.0,349,223375402,4,1863.0
43474,33673071,63,flushing,Private room,2,1,1.0,0,33151563,2,2264.0
43475,33673436,250,chinatown,Entire home,4,2,0.74,8,11670365,1,2531.0
43476,33674936,200,bushwick,Entire home,2,1,0.7,0,9850389,1,2553.0
43477,33676336,104,fort greene,Entire home,2,7,3.33,2,4128255,1,3174.0
43478,33678486,65,corona,Entire home,1,1,0.44,280,253842399,1,1807.0
43479,33679677,45,astoria,Shared room,10,0,0.0,341,220634514,1,2620.0
43480,33680582,175,upper east side,Entire home,2,0,0.0,38,245174862,1,3372.0
43481,33680825,65,bushwick,Entire home,6,2,0.8,19,17524733,1,2553.0
43482,33681005,150,inwood,Entire home,1,0,0.0,16,39395975,1,1787.0
